O1ENSID	O2ENSID
ENSMUSG00000061843	
ENSMUSG00000107049	
ENSMUSG00000106583	
ENSMUSG00000104346	ENSDARG00000086969
ENSMUSG00000104346	ENSDARG00000104438
ENSMUSG00000085463	
ENSMUSG00000101918	
ENSMUSG00000093543	
ENSMUSG00000090219	
ENSMUSG00000067235	
ENSMUSG00000096518	
ENSMUSG00000100878	
ENSMUSG00000105705	
ENSMUSG00000106797	
ENSMUSG00000020140	
ENSMUSG00000102489	
ENSMUSG00000097067	
ENSMUSG00000031698	ENSDARG00000076348
ENSMUSG00000006906	ENSDARG00000054501
ENSMUSG00000006906	ENSDARG00000086906
ENSMUSG00000104310	
ENSMUSG00000107130	
ENSMUSG00000027035	ENSDARG00000053583
ENSMUSG00000054934	
ENSMUSG00000053185	
ENSMUSG00000026864	ENSDARG00000103846
ENSMUSG00000038618	ENSDARG00000079917
ENSMUSG00000038618	ENSDARG00000003193
ENSMUSG00000005371	ENSDARG00000061631
ENSMUSG00000086804	
ENSMUSG00000096329	
ENSMUSG00000107351	
ENSMUSG00000090827	
ENSMUSG00000091771	
ENSMUSG00000015721	ENSDARG00000105141
ENSMUSG00000015721	ENSDARG00000095634
ENSMUSG00000015721	ENSDARG00000088423
ENSMUSG00000015721	ENSDARG00000090699
ENSMUSG00000015721	ENSDARG00000088955
ENSMUSG00000054855	ENSDARG00000030547
ENSMUSG00000054855	ENSDARG00000004218
ENSMUSG00000106487	
ENSMUSG00000040520	ENSDARG00000001898
ENSMUSG00000099721	
ENSMUSG00000036131	ENSDARG00000068958
ENSMUSG00000036131	ENSDARG00000070495
ENSMUSG00000073497	
ENSMUSG00000085509	
ENSMUSG00000026482	ENSDARG00000005989
ENSMUSG00000073844	
ENSMUSG00000036002	ENSDARG00000068650
ENSMUSG00000032580	ENSDARG00000098280
ENSMUSG00000097028	
ENSMUSG00000105836	
ENSMUSG00000022657	
ENSMUSG00000080993	
ENSMUSG00000082812	
ENSMUSG00000105013	
ENSMUSG00000095918	
ENSMUSG00000021024	ENSDARG00000019398
ENSMUSG00000021024	ENSDARG00000013966
ENSMUSG00000022351	ENSDARG00000079946
ENSMUSG00000099427	
ENSMUSG00000060427	ENSDARG00000096614
ENSMUSG00000104089	
ENSMUSG00000032936	ENSDARG00000005141
ENSMUSG00000032936	ENSDARG00000027963
ENSMUSG00000082882	
ENSMUSG00000081046	
ENSMUSG00000081415	
ENSMUSG00000075174	
ENSMUSG00000044894	ENSDARG00000029064
ENSMUSG00000020315	ENSDARG00000102883
ENSMUSG00000031641	ENSDARG00000009074
ENSMUSG00000106026	
ENSMUSG00000029530	ENSDARG00000099738
ENSMUSG00000029530	ENSDARG00000055186
ENSMUSG00000050271	
ENSMUSG00000032204	ENSDARG00000053480
ENSMUSG00000107410	
ENSMUSG00000018379	ENSDARG00000057691
ENSMUSG00000018379	ENSDARG00000017843
ENSMUSG00000089819	
ENSMUSG00000022827	ENSDARG00000040959
ENSMUSG00000089837	ENSDARG00000053375
ENSMUSG00000089837	ENSDARG00000040430
ENSMUSG00000048756	ENSDARG00000023058
ENSMUSG00000048756	ENSDARG00000042904
ENSMUSG00000104523	
ENSMUSG00000020672	ENSDARG00000101660
ENSMUSG00000104555	
ENSMUSG00000084760	
ENSMUSG00000093977	
ENSMUSG00000026585	ENSDARG00000008639
ENSMUSG00000026585	ENSDARG00000006862
ENSMUSG00000097250	
ENSMUSG00000066263	
ENSMUSG00000103312	
ENSMUSG00000022442	ENSDARG00000090778
ENSMUSG00000029409	
ENSMUSG00000008384	
ENSMUSG00000103038	
ENSMUSG00000094345	ENSDARG00000039801
ENSMUSG00000094345	ENSDARG00000078763
ENSMUSG00000094345	ENSDARG00000051760
ENSMUSG00000094345	ENSDARG00000074062
ENSMUSG00000094345	ENSDARG00000093981
ENSMUSG00000094345	ENSDARG00000093855
ENSMUSG00000094345	ENSDARG00000074999
ENSMUSG00000094345	ENSDARG00000074928
ENSMUSG00000094345	ENSDARG00000079843
ENSMUSG00000094345	ENSDARG00000061083
ENSMUSG00000094345	ENSDARG00000073763
ENSMUSG00000094345	ENSDARG00000027161
ENSMUSG00000094345	ENSDARG00000093258
ENSMUSG00000094345	ENSDARG00000097228
ENSMUSG00000094345	ENSDARG00000077452
ENSMUSG00000094345	ENSDARG00000019591
ENSMUSG00000083630	
ENSMUSG00000096962	
ENSMUSG00000037475	ENSDARG00000037503
ENSMUSG00000073838	ENSDARG00000104173
ENSMUSG00000084828	
ENSMUSG00000101844	
ENSMUSG00000002459	ENSDARG00000038859
ENSMUSG00000070856	
ENSMUSG00000082729	
ENSMUSG00000087047	
ENSMUSG00000027559	ENSDARG00000011166
ENSMUSG00000027559	ENSDARG00000014488
ENSMUSG00000102637	
ENSMUSG00000081973	
ENSMUSG00000041278	ENSDARG00000044567
ENSMUSG00000095702	
ENSMUSG00000045216	ENSDARG00000071501
ENSMUSG00000104878	
ENSMUSG00000021944	ENSDARG00000098952
ENSMUSG00000028393	ENSDARG00000100372
ENSMUSG00000105234	
ENSMUSG00000026748	ENSDARG00000059950
ENSMUSG00000098145	
ENSMUSG00000029771	ENSDARG00000045681
ENSMUSG00000082722	
ENSMUSG00000026894	ENSDARG00000033610
ENSMUSG00000101619	
ENSMUSG00000083986	
ENSMUSG00000035623	ENSDARG00000093503
ENSMUSG00000035623	ENSDARG00000068640
ENSMUSG00000035623	ENSDARG00000102589
ENSMUSG00000044068	ENSDARG00000058448
ENSMUSG00000096833	
ENSMUSG00000108810	
ENSMUSG00000087103	
ENSMUSG00000092455	
ENSMUSG00000084864	
ENSMUSG00000048399	ENSDARG00000056026
ENSMUSG00000086648	
ENSMUSG00000098099	
ENSMUSG00000104413	
ENSMUSG00000090038	
ENSMUSG00000082203	
ENSMUSG00000084103	
ENSMUSG00000051669	ENSDARG00000075345
ENSMUSG00000094746	
ENSMUSG00000107772	
ENSMUSG00000047642	ENSDARG00000073963
ENSMUSG00000059113	
ENSMUSG00000098650	ENSDARG00000031203
ENSMUSG00000100547	
ENSMUSG00000107272	
ENSMUSG00000104000	
ENSMUSG00000045948	ENSDARG00000089836
ENSMUSG00000045996	ENSDARG00000075616
ENSMUSG00000080710	
ENSMUSG00000085194	
ENSMUSG00000076889	
ENSMUSG00000100381	
ENSMUSG00000104660	
ENSMUSG00000073931	
ENSMUSG00000100245	
ENSMUSG00000100944	
ENSMUSG00000000794	ENSDARG00000019753
ENSMUSG00000093685	
ENSMUSG00000092185	
ENSMUSG00000097955	
ENSMUSG00000083963	
ENSMUSG00000030609	ENSDARG00000079783
ENSMUSG00000082982	
ENSMUSG00000089763	
ENSMUSG00000101332	
ENSMUSG00000090098	
ENSMUSG00000083917	
ENSMUSG00000083456	
ENSMUSG00000096429	
ENSMUSG00000027956	ENSDARG00000037409
ENSMUSG00000027956	ENSDARG00000036247
ENSMUSG00000084213	
ENSMUSG00000102237	
ENSMUSG00000082421	
ENSMUSG00000105153	
ENSMUSG00000103948	
ENSMUSG00000102142	
ENSMUSG00000026273	ENSDARG00000079124
ENSMUSG00000044227	
ENSMUSG00000107169	ENSDARG00000069339
ENSMUSG00000044186	
ENSMUSG00000092626	
ENSMUSG00000068014	
ENSMUSG00000098234	
ENSMUSG00000030726	ENSDARG00000076169
ENSMUSG00000090478	
ENSMUSG00000083279	
ENSMUSG00000096589	
ENSMUSG00000102967	
ENSMUSG00000082576	
ENSMUSG00000026803	ENSDARG00000094107
ENSMUSG00000026803	ENSDARG00000094043
ENSMUSG00000026803	ENSDARG00000092508
ENSMUSG00000026803	ENSDARG00000091967
ENSMUSG00000026803	ENSDARG00000093999
ENSMUSG00000026803	ENSDARG00000093403
ENSMUSG00000098028	
ENSMUSG00000060029	
ENSMUSG00000108313	
ENSMUSG00000028407	
ENSMUSG00000098243	
ENSMUSG00000045336	
ENSMUSG00000052593	ENSDARG00000093093
ENSMUSG00000052593	ENSDARG00000043213
ENSMUSG00000087233	
ENSMUSG00000024382	ENSDARG00000002402
ENSMUSG00000107751	
ENSMUSG00000040219	ENSDARG00000056896
ENSMUSG00000103549	
ENSMUSG00000039070	ENSDARG00000043722
ENSMUSG00000039070	ENSDARG00000010146
ENSMUSG00000027940	ENSDARG00000005162
ENSMUSG00000106935	
ENSMUSG00000002963	ENSDARG00000100455
ENSMUSG00000084236	
ENSMUSG00000050248	
ENSMUSG00000085724	
ENSMUSG00000055370	
ENSMUSG00000063714	
ENSMUSG00000096304	
ENSMUSG00000075370	ENSDARG00000093689
ENSMUSG00000078810	
ENSMUSG00000034157	ENSDARG00000075397
ENSMUSG00000034157	ENSDARG00000078095
ENSMUSG00000049641	ENSDARG00000041706
ENSMUSG00000104057	
ENSMUSG00000051258	
ENSMUSG00000026335	ENSDARG00000100170
ENSMUSG00000086883	
ENSMUSG00000051323	ENSDARG00000034344
ENSMUSG00000082570	
ENSMUSG00000004552	ENSDARG00000099824
ENSMUSG00000009647	ENSDARG00000101175
ENSMUSG00000100469	
ENSMUSG00000093714	
ENSMUSG00000080729	
ENSMUSG00000082571	
ENSMUSG00000038007	ENSDARG00000077782
ENSMUSG00000100367	
ENSMUSG00000084325	
ENSMUSG00000029838	ENSDARG00000102340
ENSMUSG00000081824	
ENSMUSG00000073010	
ENSMUSG00000037544	ENSDARG00000045167
ENSMUSG00000059874	
ENSMUSG00000098485	
ENSMUSG00000107645	
ENSMUSG00000029678	ENSDARG00000004199
ENSMUSG00000052270	
ENSMUSG00000096348	ENSDARG00000098601
ENSMUSG00000039661	ENSDARG00000103752
ENSMUSG00000036915	
ENSMUSG00000092499	
ENSMUSG00000106768	
ENSMUSG00000001248	ENSDARG00000076689
ENSMUSG00000104319	
ENSMUSG00000053024	ENSDARG00000000472
ENSMUSG00000108663	
ENSMUSG00000085185	
ENSMUSG00000070904	
ENSMUSG00000105008	
ENSMUSG00000102277	
ENSMUSG00000105945	
ENSMUSG00000094232	
ENSMUSG00000079700	
ENSMUSG00000060128	
ENSMUSG00000057375	ENSDARG00000014474
ENSMUSG00000009406	ENSDARG00000078066
ENSMUSG00000036822	ENSDARG00000037260
ENSMUSG00000036822	ENSDARG00000105028
ENSMUSG00000100286	
ENSMUSG00000102387	
ENSMUSG00000057596	
ENSMUSG00000040562	ENSDARG00000042533
ENSMUSG00000040562	ENSDARG00000088116
ENSMUSG00000040562	ENSDARG00000029473
ENSMUSG00000101171	
ENSMUSG00000107545	
ENSMUSG00000035184	ENSDARG00000075264
ENSMUSG00000086330	
ENSMUSG00000025887	ENSDARG00000014657
ENSMUSG00000025887	ENSDARG00000052039
ENSMUSG00000025887	ENSDARG00000008165
ENSMUSG00000025887	ENSDARG00000094433
ENSMUSG00000094064	
ENSMUSG00000086736	
ENSMUSG00000038280	ENSDARG00000069808
ENSMUSG00000090594	
ENSMUSG00000026841	ENSDARG00000060393
ENSMUSG00000026841	ENSDARG00000074640
ENSMUSG00000102208	
ENSMUSG00000078612	
ENSMUSG00000102041	
ENSMUSG00000032238	ENSDARG00000031768
ENSMUSG00000062729	ENSDARG00000102167
ENSMUSG00000031950	ENSDARG00000027200
ENSMUSG00000052997	ENSDARG00000101332
ENSMUSG00000034690	ENSDARG00000105141
ENSMUSG00000034690	ENSDARG00000095634
ENSMUSG00000034690	ENSDARG00000088423
ENSMUSG00000034690	ENSDARG00000090699
ENSMUSG00000034690	ENSDARG00000088955
ENSMUSG00000079421	
ENSMUSG00000061273	ENSDARG00000010553
ENSMUSG00000082323	
ENSMUSG00000024298	ENSDARG00000090942
ENSMUSG00000082928	
ENSMUSG00000035245	ENSDARG00000022853
ENSMUSG00000103953	
ENSMUSG00000024050	ENSDARG00000102436
ENSMUSG00000024050	ENSDARG00000096428
ENSMUSG00000102265	
ENSMUSG00000081429	
ENSMUSG00000082218	
ENSMUSG00000034473	ENSDARG00000078328
ENSMUSG00000094105	
ENSMUSG00000092351	
ENSMUSG00000053604	ENSDARG00000056640
ENSMUSG00000087252	
ENSMUSG00000076846	
ENSMUSG00000022671	ENSDARG00000057928
ENSMUSG00000029155	ENSDARG00000052343
ENSMUSG00000101599	
ENSMUSG00000100983	
ENSMUSG00000058546	ENSDARG00000006316
ENSMUSG00000100494	
ENSMUSG00000101142	
ENSMUSG00000095753	
ENSMUSG00000073759	
ENSMUSG00000002325	ENSDARG00000016457
ENSMUSG00000024672	
ENSMUSG00000108522	
ENSMUSG00000070695	ENSDARG00000073920
ENSMUSG00000070695	ENSDARG00000075189
ENSMUSG00000070695	ENSDARG00000073802
ENSMUSG00000028970	ENSDARG00000010936
ENSMUSG00000101906	
ENSMUSG00000079871	
ENSMUSG00000051223	ENSDARG00000010481
ENSMUSG00000051223	ENSDARG00000099148
ENSMUSG00000074211	ENSDARG00000092478
ENSMUSG00000020849	ENSDARG00000006399
ENSMUSG00000100161	
ENSMUSG00000030386	ENSDARG00000099986
ENSMUSG00000083283	
ENSMUSG00000105326	
ENSMUSG00000020918	ENSDARG00000104734
ENSMUSG00000025608	ENSDARG00000031228
ENSMUSG00000082028	
ENSMUSG00000002603	ENSDARG00000034895
ENSMUSG00000002603	ENSDARG00000041502
ENSMUSG00000046185	
ENSMUSG00000045065	
ENSMUSG00000100047	
ENSMUSG00000081464	
ENSMUSG00000079588	ENSDARG00000040374
ENSMUSG00000079588	ENSDARG00000087285
ENSMUSG00000104253	
ENSMUSG00000040356	ENSDARG00000062206
ENSMUSG00000086718	
ENSMUSG00000062546	
ENSMUSG00000103323	
ENSMUSG00000082581	
ENSMUSG00000006542	ENSDARG00000017537
ENSMUSG00000006542	ENSDARG00000000369
ENSMUSG00000101099	
ENSMUSG00000028553	ENSDARG00000044365
ENSMUSG00000074059	ENSDARG00000058871
ENSMUSG00000096546	
ENSMUSG00000106292	
ENSMUSG00000034359	ENSDARG00000102296
ENSMUSG00000083621	
ENSMUSG00000104044	
ENSMUSG00000102039	
ENSMUSG00000010358	ENSDARG00000075643
ENSMUSG00000081562	
ENSMUSG00000091329	
ENSMUSG00000027852	ENSDARG00000038225
ENSMUSG00000037652	ENSDARG00000079167
ENSMUSG00000037652	ENSDARG00000074604
ENSMUSG00000047420	ENSDARG00000103102
ENSMUSG00000100263	
ENSMUSG00000041449	
ENSMUSG00000105879	
ENSMUSG00000085115	
ENSMUSG00000092286	
ENSMUSG00000085466	
ENSMUSG00000084400	
ENSMUSG00000096096	
ENSMUSG00000074151	ENSDARG00000024631
ENSMUSG00000100288	
ENSMUSG00000101858	
ENSMUSG00000025903	ENSDARG00000104228
ENSMUSG00000094176	
ENSMUSG00000104092	
ENSMUSG00000094929	
ENSMUSG00000020390	
ENSMUSG00000087235	
ENSMUSG00000020121	ENSDARG00000007461
ENSMUSG00000020121	ENSDARG00000045789
ENSMUSG00000075227	ENSDARG00000030805
ENSMUSG00000068966	ENSDARG00000013492
ENSMUSG00000031104	ENSDARG00000057394
ENSMUSG00000028127	ENSDARG00000104085
ENSMUSG00000100933	
ENSMUSG00000024782	ENSDARG00000058226
ENSMUSG00000095987	
ENSMUSG00000103460	
ENSMUSG00000044177	ENSDARG00000059139
ENSMUSG00000044177	ENSDARG00000013460
ENSMUSG00000027194	ENSDARG00000044812
ENSMUSG00000099993	
ENSMUSG00000037072	ENSDARG00000099664
ENSMUSG00000098814	
ENSMUSG00000038668	ENSDARG00000099840
ENSMUSG00000025477	ENSDARG00000053878
ENSMUSG00000054509	ENSDARG00000069934
ENSMUSG00000091375	
ENSMUSG00000062791	ENSDARG00000009830
ENSMUSG00000048226	
ENSMUSG00000035686	ENSDARG00000099399
ENSMUSG00000027962	ENSDARG00000062479
ENSMUSG00000027962	ENSDARG00000078201
ENSMUSG00000092247	
ENSMUSG00000070828	
ENSMUSG00000021850	
ENSMUSG00000089665	
ENSMUSG00000091010	
ENSMUSG00000000957	ENSDARG00000002235
ENSMUSG00000000957	ENSDARG00000008388
ENSMUSG00000107501	
ENSMUSG00000107219	
ENSMUSG00000085720	
ENSMUSG00000018238	ENSDARG00000003229
ENSMUSG00000020297	ENSDARG00000102975
ENSMUSG00000099848	
ENSMUSG00000084159	
ENSMUSG00000087520	
ENSMUSG00000031125	ENSDARG00000013438
ENSMUSG00000031805	ENSDARG00000010252
ENSMUSG00000100041	
ENSMUSG00000099761	
ENSMUSG00000080790	
ENSMUSG00000101964	
ENSMUSG00000015314	
ENSMUSG00000054325	
ENSMUSG00000079542	
ENSMUSG00000098164	
ENSMUSG00000026272	ENSDARG00000052099
ENSMUSG00000026272	ENSDARG00000018478
ENSMUSG00000070708	ENSDARG00000000887
ENSMUSG00000070708	ENSDARG00000099586
ENSMUSG00000083667	
ENSMUSG00000037062	ENSDARG00000045294
ENSMUSG00000037062	ENSDARG00000010956
ENSMUSG00000050281	
ENSMUSG00000028023	ENSDARG00000042785
ENSMUSG00000028023	ENSDARG00000070069
ENSMUSG00000028023	ENSDARG00000036194
ENSMUSG00000098206	
ENSMUSG00000100988	
ENSMUSG00000059379	
ENSMUSG00000093724	
ENSMUSG00000061065	
ENSMUSG00000096681	
ENSMUSG00000061533	ENSDARG00000103771
ENSMUSG00000061533	ENSDARG00000101572
ENSMUSG00000085396	
ENSMUSG00000092294	
ENSMUSG00000030378	
ENSMUSG00000104787	
ENSMUSG00000108357	
ENSMUSG00000036658	
ENSMUSG00000096086	
ENSMUSG00000050704	
ENSMUSG00000073062	ENSDARG00000052351
ENSMUSG00000036707	ENSDARG00000043451
ENSMUSG00000080983	
ENSMUSG00000082193	
ENSMUSG00000086877	
ENSMUSG00000006270	ENSDARG00000021916
ENSMUSG00000101118	
ENSMUSG00000105834	
ENSMUSG00000097108	
ENSMUSG00000103287	
ENSMUSG00000087097	
ENSMUSG00000075270	ENSDARG00000063732
ENSMUSG00000091048	
ENSMUSG00000091847	
ENSMUSG00000058498	ENSDARG00000091126
ENSMUSG00000058498	ENSDARG00000012409
ENSMUSG00000040265	ENSDARG00000032238
ENSMUSG00000097171	
ENSMUSG00000083654	
ENSMUSG00000027690	ENSDARG00000056196
ENSMUSG00000089891	
ENSMUSG00000103647	
ENSMUSG00000075073	
ENSMUSG00000100959	
ENSMUSG00000104042	
ENSMUSG00000028926	ENSDARG00000074665
ENSMUSG00000083636	
ENSMUSG00000107664	
ENSMUSG00000018774	ENSDARG00000055504
ENSMUSG00000085078	
ENSMUSG00000031255	ENSDARG00000102433
ENSMUSG00000048807	ENSDARG00000009459
ENSMUSG00000021867	ENSDARG00000100710
ENSMUSG00000081257	
ENSMUSG00000092285	
ENSMUSG00000107508	
ENSMUSG00000101329	
ENSMUSG00000104490	
ENSMUSG00000105556	
ENSMUSG00000049815	ENSDARG00000009830
ENSMUSG00000075571	
ENSMUSG00000102661	
ENSMUSG00000101314	
ENSMUSG00000052911	ENSDARG00000002084
ENSMUSG00000104247	
ENSMUSG00000026017	ENSDARG00000019950
ENSMUSG00000091792	
ENSMUSG00000086998	
ENSMUSG00000106630	
ENSMUSG00000042976	
ENSMUSG00000083910	
ENSMUSG00000098204	
ENSMUSG00000108100	
ENSMUSG00000075179	
ENSMUSG00000047415	ENSDARG00000053711
ENSMUSG00000054453	ENSDARG00000062135
ENSMUSG00000083176	
ENSMUSG00000028635	ENSDARG00000096755
ENSMUSG00000028635	ENSDARG00000070578
ENSMUSG00000026150	ENSDARG00000053753
ENSMUSG00000026150	ENSDARG00000039203
ENSMUSG00000022370	ENSDARG00000056903
ENSMUSG00000079481	ENSDARG00000089066
ENSMUSG00000087607	
ENSMUSG00000104613	
ENSMUSG00000022217	ENSDARG00000034633
ENSMUSG00000098083	
ENSMUSG00000096674	
ENSMUSG00000085624	
ENSMUSG00000042063	
ENSMUSG00000005950	ENSDARG00000024139
ENSMUSG00000005950	ENSDARG00000004455
ENSMUSG00000073257	
ENSMUSG00000087031	
ENSMUSG00000102346	
ENSMUSG00000068151	
ENSMUSG00000101411	
ENSMUSG00000033554	ENSDARG00000100242
ENSMUSG00000083019	
ENSMUSG00000100153	
ENSMUSG00000083018	
ENSMUSG00000100417	
ENSMUSG00000029312	ENSDARG00000101270
ENSMUSG00000096857	
ENSMUSG00000107341	
ENSMUSG00000042613	ENSDARG00000102110
ENSMUSG00000081852	
ENSMUSG00000029004	ENSDARG00000007523
ENSMUSG00000099831	
ENSMUSG00000082382	
ENSMUSG00000106958	
ENSMUSG00000100440	
ENSMUSG00000070890	
ENSMUSG00000108043	
ENSMUSG00000080860	
ENSMUSG00000100557	
ENSMUSG00000084012	
ENSMUSG00000004383	ENSDARG00000005126
ENSMUSG00000034488	ENSDARG00000093413
ENSMUSG00000034488	ENSDARG00000060877
ENSMUSG00000106225	
ENSMUSG00000060678	ENSDARG00000101541
ENSMUSG00000105461	
ENSMUSG00000104255	
ENSMUSG00000051956	ENSDARG00000029890
ENSMUSG00000051956	ENSDARG00000016867
ENSMUSG00000027108	ENSDARG00000044565
ENSMUSG00000049620	ENSDARG00000027196
ENSMUSG00000049620	ENSDARG00000040513
ENSMUSG00000086997	
ENSMUSG00000102816	
ENSMUSG00000047746	ENSDARG00000091119
ENSMUSG00000047746	ENSDARG00000069775
ENSMUSG00000099892	
ENSMUSG00000030486	ENSDARG00000022952
ENSMUSG00000096862	
ENSMUSG00000026121	ENSDARG00000079611
ENSMUSG00000099990	
ENSMUSG00000048538	
ENSMUSG00000059956	
ENSMUSG00000098682	
ENSMUSG00000106981	
ENSMUSG00000029333	ENSDARG00000044251
ENSMUSG00000029333	ENSDARG00000033614
ENSMUSG00000039656	ENSDARG00000002006
ENSMUSG00000039656	ENSDARG00000078954
ENSMUSG00000025716	ENSDARG00000010186
ENSMUSG00000038615	ENSDARG00000076533
ENSMUSG00000089953	ENSDARG00000095415
ENSMUSG00000000632	ENSDARG00000079414
ENSMUSG00000000632	ENSDARG00000100876
ENSMUSG00000024012	
ENSMUSG00000094697	
ENSMUSG00000074439	
ENSMUSG00000056436	ENSDARG00000044562
ENSMUSG00000036026	ENSDARG00000103608
ENSMUSG00000030166	ENSDARG00000005274
ENSMUSG00000042506	ENSDARG00000040407
ENSMUSG00000032554	ENSDARG00000016771
ENSMUSG00000083820	
ENSMUSG00000025289	ENSDARG00000069013
ENSMUSG00000024774	ENSDARG00000002298
ENSMUSG00000095773	
ENSMUSG00000028037	ENSDARG00000010729
ENSMUSG00000028037	ENSDARG00000089661
ENSMUSG00000028037	ENSDARG00000093857
ENSMUSG00000028037	ENSDARG00000056501
ENSMUSG00000028037	ENSDARG00000095673
ENSMUSG00000028037	ENSDARG00000095309
ENSMUSG00000028037	ENSDARG00000029720
ENSMUSG00000028037	ENSDARG00000075791
ENSMUSG00000028037	ENSDARG00000092634
ENSMUSG00000028037	ENSDARG00000015678
ENSMUSG00000028037	ENSDARG00000092361
ENSMUSG00000102772	
ENSMUSG00000104909	
ENSMUSG00000081052	
ENSMUSG00000028049	ENSDARG00000016765
ENSMUSG00000041481	
ENSMUSG00000105204	ENSDARG00000078125
ENSMUSG00000022769	ENSDARG00000035631
ENSMUSG00000024799	ENSDARG00000032816
ENSMUSG00000010086	
ENSMUSG00000094582	
ENSMUSG00000098196	
ENSMUSG00000006920	ENSDARG00000037894
ENSMUSG00000060988	ENSDARG00000099227
ENSMUSG00000104847	
ENSMUSG00000090070	
ENSMUSG00000084197	
ENSMUSG00000095261	
ENSMUSG00000081208	
ENSMUSG00000082194	
ENSMUSG00000084298	
ENSMUSG00000056854	
ENSMUSG00000073557	
ENSMUSG00000042942	
ENSMUSG00000086911	
ENSMUSG00000082683	
ENSMUSG00000079326	
ENSMUSG00000078161	ENSDARG00000069262
ENSMUSG00000106454	
ENSMUSG00000076876	
ENSMUSG00000106068	
ENSMUSG00000087111	
ENSMUSG00000000976	ENSDARG00000073686
ENSMUSG00000103709	
ENSMUSG00000042265	
ENSMUSG00000092191	
ENSMUSG00000085188	
ENSMUSG00000030769	ENSDARG00000019932
ENSMUSG00000101534	
ENSMUSG00000098246	
ENSMUSG00000046908	ENSDARG00000032631
ENSMUSG00000015653	ENSDARG00000062887
ENSMUSG00000095532	
ENSMUSG00000083676	
ENSMUSG00000071653	ENSDARG00000104373
ENSMUSG00000044387	
ENSMUSG00000104718	
ENSMUSG00000002771	ENSDARG00000070620
ENSMUSG00000002771	ENSDARG00000086207
ENSMUSG00000107906	ENSDARG00000102978
ENSMUSG00000010110	ENSDARG00000003175
ENSMUSG00000010110	ENSDARG00000025033
ENSMUSG00000107749	
ENSMUSG00000009734	ENSDARG00000086362
ENSMUSG00000090001	
ENSMUSG00000107406	
ENSMUSG00000105355	
ENSMUSG00000028223	ENSDARG00000003869
ENSMUSG00000001525	ENSDARG00000037997
ENSMUSG00000039934	ENSDARG00000045481
ENSMUSG00000095978	
ENSMUSG00000094421	ENSDARG00000099768
ENSMUSG00000028893	ENSDARG00000070012
ENSMUSG00000043312	
ENSMUSG00000047897	ENSDARG00000070535
ENSMUSG00000081612	
ENSMUSG00000017002	
ENSMUSG00000085653	
ENSMUSG00000086034	
ENSMUSG00000076531	
ENSMUSG00000100240	
ENSMUSG00000082998	
ENSMUSG00000053347	
ENSMUSG00000078179	ENSDARG00000029890
ENSMUSG00000078179	ENSDARG00000016867
ENSMUSG00000091077	
ENSMUSG00000022066	ENSDARG00000038422
ENSMUSG00000084116	
ENSMUSG00000055430	
ENSMUSG00000087255	
ENSMUSG00000034009	ENSDARG00000090071
ENSMUSG00000028060	ENSDARG00000035023
ENSMUSG00000074128	
ENSMUSG00000108544	
ENSMUSG00000026348	ENSDARG00000062549
ENSMUSG00000097950	
ENSMUSG00000051885	
ENSMUSG00000108071	
ENSMUSG00000097803	
ENSMUSG00000085742	
ENSMUSG00000034275	ENSDARG00000033845
ENSMUSG00000026491	ENSDARG00000077530
ENSMUSG00000026043	
ENSMUSG00000051527	ENSDARG00000040990
ENSMUSG00000089876	ENSDARG00000087162
ENSMUSG00000106084	
ENSMUSG00000106709	
ENSMUSG00000084979	
ENSMUSG00000090318	
ENSMUSG00000101574	
ENSMUSG00000025260	ENSDARG00000017781
ENSMUSG00000096544	
ENSMUSG00000051279	ENSDARG00000053479
ENSMUSG00000105266	
ENSMUSG00000038370	ENSDARG00000101446
ENSMUSG00000038370	ENSDARG00000023181
ENSMUSG00000046899	
ENSMUSG00000105364	
ENSMUSG00000046541	ENSDARG00000077143
ENSMUSG00000094877	
ENSMUSG00000058755	
ENSMUSG00000089968	
ENSMUSG00000081845	
ENSMUSG00000018770	ENSDARG00000009447
ENSMUSG00000018770	ENSDARG00000017775
ENSMUSG00000076665	ENSDARG00000096276
ENSMUSG00000076665	ENSDARG00000096303
ENSMUSG00000076665	ENSDARG00000096418
ENSMUSG00000076665	ENSDARG00000096316
ENSMUSG00000076665	ENSDARG00000096357
ENSMUSG00000102303	
ENSMUSG00000078635	
ENSMUSG00000083058	
ENSMUSG00000083251	
ENSMUSG00000020280	ENSDARG00000079973
ENSMUSG00000100804	
ENSMUSG00000090216	
ENSMUSG00000091735	
ENSMUSG00000082100	
ENSMUSG00000031010	ENSDARG00000013708
ENSMUSG00000082014	
ENSMUSG00000093504	
ENSMUSG00000082929	
ENSMUSG00000025880	ENSDARG00000016858
ENSMUSG00000006567	ENSDARG00000058145
ENSMUSG00000101303	
ENSMUSG00000094321	
ENSMUSG00000081234	
ENSMUSG00000053219	
ENSMUSG00000085630	
ENSMUSG00000102598	
ENSMUSG00000108691	
ENSMUSG00000092577	
ENSMUSG00000085614	
ENSMUSG00000029250	ENSDARG00000098783
ENSMUSG00000041237	ENSDARG00000042010
ENSMUSG00000103826	
ENSMUSG00000091355	
ENSMUSG00000030471	ENSDARG00000101144
ENSMUSG00000083377	
ENSMUSG00000108411	
ENSMUSG00000033029	ENSDARG00000052428
ENSMUSG00000087121	
ENSMUSG00000009654	ENSDARG00000087227
ENSMUSG00000101672	
ENSMUSG00000104795	
ENSMUSG00000092103	
