O1ENSID	O2ENSID
ENSG00000280977	
ENSG00000221559	
ENSG00000268433	
ENSG00000199203	
ENSG00000201379	
ENSG00000223280	
ENSG00000276722	
ENSG00000207279	
ENSG00000221363	
ENSG00000212171	
ENSG00000281585	
ENSG00000236160	
ENSG00000110169	ENSDARG00000012609
ENSG00000110169	ENSDARG00000051912
ENSG00000251934	
ENSG00000262251	
ENSG00000236621	
ENSG00000278099	
ENSG00000265627	
ENSG00000273662	
ENSG00000201529	
ENSG00000275224	
ENSG00000277464	
ENSG00000281475	
ENSG00000203650	
ENSG00000278136	
ENSG00000208308	
ENSG00000138483	
ENSG00000266047	
ENSG00000221362	
ENSG00000272509	
ENSG00000242182	
ENSG00000252146	
ENSG00000221046	
ENSG00000200779	
ENSG00000252796	
ENSG00000202047	
ENSG00000276003	
ENSG00000207317	
ENSG00000232628	
ENSG00000199732	
ENSG00000207001	
ENSG00000221519	
ENSG00000226308	
ENSG00000252937	
ENSG00000281600	
ENSG00000147234	ENSDARG00000074865
ENSG00000278366	
ENSG00000222416	
ENSG00000202172	
ENSG00000171396	
ENSG00000199598	
ENSG00000271211	
ENSG00000222370	ENSDARG00000083089
ENSG00000199751	
ENSG00000275901	
ENSG00000221337	
ENSG00000199263	
ENSG00000249127	
ENSG00000207483	
ENSG00000221175	
ENSG00000249436	
ENSG00000265515	
ENSG00000274607	
ENSG00000237185	
ENSG00000223262	
ENSG00000199015	
ENSG00000253016	
ENSG00000275505	
ENSG00000225992	
ENSG00000252955	ENSDARG00000084894
ENSG00000104901	
ENSG00000221369	
ENSG00000252336	
ENSG00000238363	ENSDARG00000080647
ENSG00000221410	
ENSG00000207109	
ENSG00000252482	
ENSG00000237957	
ENSG00000249198	
ENSG00000163982	ENSDARG00000021566
ENSG00000280643	
ENSG00000233306	
ENSG00000207825	
ENSG00000277007	
ENSG00000179698	ENSDARG00000102101
ENSG00000281295	ENSDARG00000080685
ENSG00000222080	
ENSG00000200552	
ENSG00000233574	
ENSG00000236890	
ENSG00000251955	
ENSG00000251728	
ENSG00000188124	
ENSG00000222862	
ENSG00000249584	
ENSG00000266634	
ENSG00000212505	
ENSG00000252464	ENSDARG00000083675
ENSG00000200891	ENSDARG00000083457
ENSG00000263628	
ENSG00000265137	
ENSG00000173821	ENSDARG00000099465
ENSG00000206833	
ENSG00000280468	
ENSG00000281572	
ENSG00000265819	
ENSG00000232671	
ENSG00000199827	
ENSG00000222770	
ENSG00000216192	
ENSG00000281068	
ENSG00000202536	
ENSG00000252333	
ENSG00000244384	
ENSG00000277609	
ENSG00000215925	
ENSG00000265210	
ENSG00000272166	
ENSG00000225225	
ENSG00000252472	
ENSG00000274753	
ENSG00000118322	ENSDARG00000076230
ENSG00000264891	
ENSG00000215991	ENSDARG00000083623
ENSG00000158815	ENSDARG00000102778
ENSG00000221534	
ENSG00000212100	
ENSG00000212211	
ENSG00000276246	
ENSG00000278285	
ENSG00000273926	
ENSG00000264496	
ENSG00000274663	
ENSG00000243702	
ENSG00000252257	ENSDARG00000083675
ENSG00000276168	
ENSG00000280855	
ENSG00000222515	
ENSG00000272344	
ENSG00000243478	
ENSG00000221172	
ENSG00000264890	
ENSG00000202357	
ENSG00000276812	
ENSG00000276743	
ENSG00000206702	
ENSG00000275077	
ENSG00000238379	
ENSG00000277547	
ENSG00000252985	
ENSG00000124789	ENSDARG00000099972
ENSG00000266589	
ENSG00000266287	
ENSG00000266016	
ENSG00000274872	
ENSG00000258853	
ENSG00000281148	
ENSG00000207187	
ENSG00000280324	
ENSG00000207513	
ENSG00000274416	
ENSG00000281142	
ENSG00000236599	
ENSG00000233546	
ENSG00000252739	ENSDARG00000083638
ENSG00000252739	ENSDARG00000081015
ENSG00000252739	ENSDARG00000082384
ENSG00000252739	ENSDARG00000082127
ENSG00000279392	
ENSG00000221432	
ENSG00000221351	
ENSG00000221505	
ENSG00000275770	
ENSG00000238460	
ENSG00000277257	
ENSG00000212952	
ENSG00000181867	ENSDARG00000007975
ENSG00000181867	ENSDARG00000015551
ENSG00000237916	
ENSG00000277916	
ENSG00000074842	ENSDARG00000071679
ENSG00000275378	
ENSG00000223249	
ENSG00000084731	ENSDARG00000017162
ENSG00000084731	ENSDARG00000079500
ENSG00000199368	
ENSG00000227215	
ENSG00000281047	
ENSG00000198959	ENSDARG00000074094
ENSG00000198959	ENSDARG00000070157
ENSG00000252008	
ENSG00000264549	
ENSG00000130684	ENSDARG00000074298
ENSG00000130684	ENSDARG00000093134
ENSG00000130684	ENSDARG00000098193
ENSG00000130684	ENSDARG00000088861
ENSG00000130684	ENSDARG00000102804
ENSG00000130684	ENSDARG00000094572
ENSG00000130684	ENSDARG00000094175
ENSG00000130684	ENSDARG00000091524
ENSG00000130684	ENSDARG00000092507
ENSG00000130684	ENSDARG00000100068
ENSG00000230377	
ENSG00000239040	
ENSG00000264755	
ENSG00000206759	
ENSG00000241479	
ENSG00000252072	ENSDARG00000099285
ENSG00000266518	
ENSG00000277243	
ENSG00000227938	
ENSG00000212695	
ENSG00000212238	
ENSG00000253055	ENSDARG00000101494
ENSG00000212517	ENSDARG00000103384
ENSG00000206800	
ENSG00000160352	
ENSG00000228536	
ENSG00000205611	
ENSG00000206863	
ENSG00000222428	ENSDARG00000104525
ENSG00000222428	ENSDARG00000103742
ENSG00000222428	ENSDARG00000104371
ENSG00000222428	ENSDARG00000104382
ENSG00000222428	ENSDARG00000099881
ENSG00000222428	ENSDARG00000099141
ENSG00000222428	ENSDARG00000099971
ENSG00000222428	ENSDARG00000100880
ENSG00000222428	ENSDARG00000085409
ENSG00000222428	ENSDARG00000103539
ENSG00000222428	ENSDARG00000102664
ENSG00000222428	ENSDARG00000080370
ENSG00000222428	ENSDARG00000099863
ENSG00000222428	ENSDARG00000104323
ENSG00000222428	ENSDARG00000098393
ENSG00000222428	ENSDARG00000103408
ENSG00000222428	ENSDARG00000100689
ENSG00000222428	ENSDARG00000103461
ENSG00000222428	ENSDARG00000103282
ENSG00000222428	ENSDARG00000099095
ENSG00000222428	ENSDARG00000101004
ENSG00000222428	ENSDARG00000099037
ENSG00000222428	ENSDARG00000082746
ENSG00000264248	
ENSG00000222133	
ENSG00000220091	
ENSG00000264566	
ENSG00000264052	
ENSG00000240186	
ENSG00000212165	
ENSG00000241552	
ENSG00000275335	
ENSG00000201659	ENSDARG00000080745
ENSG00000252735	
ENSG00000279774	
ENSG00000277084	
ENSG00000275238	
ENSG00000265070	
ENSG00000238833	
ENSG00000273979	
ENSG00000243015	
ENSG00000238161	
ENSG00000201620	
ENSG00000207164	
ENSG00000229960	
ENSG00000227191	
ENSG00000261444	
ENSG00000264941	
ENSG00000222298	
ENSG00000236427	
ENSG00000200334	
ENSG00000242802	ENSDARG00000078111
ENSG00000199071	
ENSG00000249884	ENSDARG00000038064
ENSG00000200139	
ENSG00000167580	
ENSG00000199546	
ENSG00000187801	
ENSG00000229619	
ENSG00000204195	
ENSG00000281579	
ENSG00000238924	
ENSG00000212278	
ENSG00000199603	
ENSG00000216058	
ENSG00000277123	
ENSG00000173200	ENSDARG00000040445
ENSG00000221389	
ENSG00000240250	
ENSG00000181800	
ENSG00000241136	
ENSG00000201938	
ENSG00000200571	
ENSG00000276304	
ENSG00000236494	
ENSG00000225706	
ENSG00000223053	
ENSG00000197093	ENSDARG00000079712
ENSG00000264718	
ENSG00000212555	
ENSG00000281070	
ENSG00000161911	
ENSG00000207305	
ENSG00000277573	
ENSG00000202379	ENSDARG00000081328
ENSG00000202379	ENSDARG00000081115
ENSG00000206816	
ENSG00000233792	
ENSG00000221058	
ENSG00000199299	
ENSG00000237468	
ENSG00000228352	
ENSG00000237674	
ENSG00000281330	
ENSG00000207011	
ENSG00000202144	ENSDARG00000100903
ENSG00000202144	ENSDARG00000085886
ENSG00000275410	ENSDARG00000006615
ENSG00000265249	
ENSG00000207755	
ENSG00000238741	
ENSG00000238138	
ENSG00000277754	
ENSG00000270082	
ENSG00000280902	
ENSG00000280897	
ENSG00000206913	ENSDARG00000082419
ENSG00000199094	
ENSG00000266018	
ENSG00000199568	
ENSG00000207923	
ENSG00000264613	
ENSG00000260077	
ENSG00000274532	
ENSG00000241248	
ENSG00000263841	
ENSG00000269901	
ENSG00000277864	ENSDARG00000086888
ENSG00000223275	
ENSG00000212298	
ENSG00000201557	
ENSG00000274537	
ENSG00000080644	ENSDARG00000100991
ENSG00000264953	
ENSG00000244044	
ENSG00000277029	
ENSG00000244346	
ENSG00000252268	ENSDARG00000101494
ENSG00000265699	
ENSG00000212333	
ENSG00000276580	
ENSG00000238705	
ENSG00000257075	
ENSG00000221331	
ENSG00000212140	
ENSG00000238876	
ENSG00000233691	
ENSG00000274095	
ENSG00000199332	
ENSG00000222249	
ENSG00000222678	
ENSG00000256659	
ENSG00000200566	
ENSG00000206716	
ENSG00000276353	
ENSG00000279531	
ENSG00000199944	
ENSG00000222969	
ENSG00000176340	
ENSG00000129862	
ENSG00000260735	
ENSG00000279096	
ENSG00000281629	
ENSG00000264677	
ENSG00000261697	
ENSG00000270695	
ENSG00000238997	
ENSG00000264994	ENSDARG00000087223
ENSG00000264994	ENSDARG00000090409
ENSG00000264994	ENSDARG00000089164
ENSG00000264994	ENSDARG00000090763
ENSG00000264994	ENSDARG00000091240
ENSG00000266421	
ENSG00000279214	
ENSG00000223047	
ENSG00000199477	ENSDARG00000085301
ENSG00000199477	ENSDARG00000084532
ENSG00000253058	
ENSG00000244357	
ENSG00000263629	
ENSG00000212305	
ENSG00000235334	
ENSG00000260673	
ENSG00000260386	
ENSG00000265372	
ENSG00000261203	
ENSG00000222389	
ENSG00000221258	
ENSG00000266063	
ENSG00000232188	
ENSG00000277785	
ENSG00000199762	
ENSG00000251931	
ENSG00000139200	
ENSG00000165943	
ENSG00000255653	
ENSG00000252616	
ENSG00000275910	
ENSG00000252676	
ENSG00000252647	ENSDARG00000101494
ENSG00000199906	
ENSG00000206921	
ENSG00000271923	
ENSG00000238793	
ENSG00000205444	
ENSG00000265859	
ENSG00000251727	
ENSG00000221665	
ENSG00000281546	
ENSG00000151779	ENSDARG00000008593
ENSG00000207326	
ENSG00000278040	
ENSG00000223398	
ENSG00000276094	ENSDARG00000081328
ENSG00000276094	ENSDARG00000081115
ENSG00000266739	
ENSG00000244332	
ENSG00000212309	ENSDARG00000080938
ENSG00000222231	
ENSG00000274662	
ENSG00000212070	
ENSG00000118420	ENSDARG00000026178
ENSG00000221707	
ENSG00000267905	
ENSG00000223156	
ENSG00000277579	
ENSG00000278109	
ENSG00000251942	ENSDARG00000085338
ENSG00000215968	
ENSG00000266769	
ENSG00000280249	
ENSG00000221500	ENSDARG00000081875
ENSG00000253087	
ENSG00000212296	ENSDARG00000081621
ENSG00000212296	ENSDARG00000082634
ENSG00000207525	
ENSG00000275090	
ENSG00000221782	
ENSG00000264757	
ENSG00000243115	
ENSG00000273663	
ENSG00000207189	
ENSG00000234745	
ENSG00000266503	
ENSG00000201433	
ENSG00000212340	
ENSG00000277582	
ENSG00000221040	
ENSG00000234360	
ENSG00000200544	
ENSG00000200379	
ENSG00000200227	
ENSG00000276670	
ENSG00000207087	
ENSG00000278852	
ENSG00000243591	
ENSG00000212040	
ENSG00000201318	
ENSG00000199506	
ENSG00000200942	
ENSG00000212370	
ENSG00000145041	
ENSG00000202514	
ENSG00000240031	
ENSG00000253042	
ENSG00000276815	
ENSG00000201317	
ENSG00000223013	
ENSG00000273727	
ENSG00000281088	
ENSG00000278069	
ENSG00000222777	
ENSG00000207108	
ENSG00000264603	
ENSG00000264671	
ENSG00000265226	
ENSG00000252784	ENSDARG00000100903
ENSG00000252784	ENSDARG00000085886
ENSG00000236528	
ENSG00000252854	
ENSG00000253099	
ENSG00000266055	
ENSG00000234129	
ENSG00000223505	
ENSG00000207869	
ENSG00000272154	
ENSG00000206620	
ENSG00000278278	
ENSG00000277712	
ENSG00000222647	
ENSG00000264169	
ENSG00000265362	
ENSG00000252743	
ENSG00000221573	
ENSG00000274888	
ENSG00000265061	
ENSG00000201489	
ENSG00000212829	
ENSG00000252063	
ENSG00000266115	
ENSG00000238644	
ENSG00000221335	
ENSG00000273842	
ENSG00000202044	
ENSG00000073008	ENSDARG00000062831
ENSG00000073008	ENSDARG00000063390
ENSG00000273556	
ENSG00000221693	
ENSG00000273531	
ENSG00000263546	
ENSG00000273974	
ENSG00000277488	
ENSG00000235268	
ENSG00000221251	
ENSG00000252913	
ENSG00000222246	
ENSG00000201600	
ENSG00000274006	
ENSG00000212599	
ENSG00000221249	
ENSG00000252561	
ENSG00000268187	
ENSG00000263391	
ENSG00000277460	
ENSG00000201292	
ENSG00000278739	
ENSG00000207256	
ENSG00000199025	
ENSG00000206646	
ENSG00000280419	
ENSG00000281110	
ENSG00000202383	ENSDARG00000082787
ENSG00000202074	
ENSG00000276546	
ENSG00000252182	ENSDARG00000101494
ENSG00000281905	
ENSG00000281096	
ENSG00000207703	ENSDARG00000083129
ENSG00000207703	ENSDARG00000105133
ENSG00000240647	
ENSG00000266542	
ENSG00000200755	
ENSG00000230147	
ENSG00000202276	
ENSG00000198876	ENSDARG00000063155
ENSG00000221760	
ENSG00000243366	
ENSG00000009765	ENSDARG00000076056
ENSG00000252691	
ENSG00000277451	
ENSG00000252902	
ENSG00000221442	
ENSG00000113441	ENSDARG00000100394
ENSG00000200520	
ENSG00000134644	ENSDARG00000099256
ENSG00000199472	
ENSG00000261095	
ENSG00000265333	
ENSG00000256671	ENSDARG00000026985
ENSG00000256671	ENSDARG00000014976
ENSG00000207277	
ENSG00000252139	
ENSG00000252710	
ENSG00000252452	
ENSG00000279538	
ENSG00000263735	
ENSG00000206963	
ENSG00000274300	
ENSG00000238446	
ENSG00000223149	
ENSG00000277473	
ENSG00000274620	
ENSG00000271180	
ENSG00000252423	
ENSG00000273516	
ENSG00000274713	
ENSG00000201618	
ENSG00000281064	
ENSG00000272113	
ENSG00000280007	
ENSG00000100104	ENSDARG00000059028
ENSG00000244318	
ENSG00000251925	
ENSG00000199643	
ENSG00000207357	
ENSG00000274709	
ENSG00000264395	
ENSG00000198986	
ENSG00000276078	
ENSG00000175315	
ENSG00000200807	
ENSG00000236484	
ENSG00000257315	
ENSG00000207500	
ENSG00000252991	
ENSG00000265108	
ENSG00000207316	
ENSG00000241367	
ENSG00000275680	
ENSG00000230024	
ENSG00000252989	
ENSG00000275039	
ENSG00000275089	
ENSG00000201586	
ENSG00000182749	ENSDARG00000034907
ENSG00000221962	
ENSG00000280226	
ENSG00000248605	
ENSG00000202125	
ENSG00000200241	
ENSG00000280488	
ENSG00000206947	
ENSG00000221447	
ENSG00000280915	
ENSG00000205423	ENSDARG00000036064
ENSG00000243338	
ENSG00000207233	ENSDARG00000100745
ENSG00000207233	ENSDARG00000104662
ENSG00000207233	ENSDARG00000104150
ENSG00000207233	ENSDARG00000098804
ENSG00000274787	
ENSG00000263835	
ENSG00000267650	
ENSG00000158764	ENSDARG00000095082
ENSG00000158764	ENSDARG00000093796
ENSG00000158764	ENSDARG00000007534
ENSG00000158764	ENSDARG00000053630
ENSG00000158764	ENSDARG00000054054
ENSG00000158764	ENSDARG00000036084
ENSG00000158764	ENSDARG00000003523
ENSG00000163817	
ENSG00000264764	
ENSG00000278799	
ENSG00000269476	
ENSG00000265033	
ENSG00000221720	
ENSG00000221419	
ENSG00000202273	
ENSG00000266069	
ENSG00000210741	ENSDARG00000081346
ENSG00000146001	
ENSG00000216182	
ENSG00000215960	
ENSG00000018869	
ENSG00000263861	
ENSG00000281576	
ENSG00000263913	
ENSG00000200558	
ENSG00000252039	
ENSG00000112276	ENSDARG00000058548
ENSG00000264423	
ENSG00000222274	
ENSG00000211553	
ENSG00000201843	
ENSG00000263968	
ENSG00000252413	
ENSG00000201943	
ENSG00000264089	
ENSG00000271745	
ENSG00000207099	
ENSG00000275128	
ENSG00000196796	
ENSG00000200224	
ENSG00000252604	
ENSG00000235641	
ENSG00000252897	
ENSG00000207105	
ENSG00000196470	
ENSG00000278534	
ENSG00000221619	
ENSG00000131152	ENSDARG00000062195
ENSG00000221446	
ENSG00000199552	ENSDARG00000082928
ENSG00000199552	ENSDARG00000080690
ENSG00000199552	ENSDARG00000081702
ENSG00000199552	ENSDARG00000082423
ENSG00000199552	ENSDARG00000083378
ENSG00000274246	
ENSG00000275558	
ENSG00000243991	
ENSG00000252815	
ENSG00000196954	ENSDARG00000014657
ENSG00000196954	ENSDARG00000052039
ENSG00000196954	ENSDARG00000008165
ENSG00000196954	ENSDARG00000094433
ENSG00000266556	
ENSG00000265068	
ENSG00000221608	
ENSG00000277934	ENSDARG00000083497
ENSG00000277590	
ENSG00000200924	
ENSG00000264559	
ENSG00000151208	ENSDARG00000090949
ENSG00000151208	ENSDARG00000074059
ENSG00000241156	
ENSG00000252633	
ENSG00000167634	ENSDARG00000105141
ENSG00000167634	ENSDARG00000095634
ENSG00000167634	ENSDARG00000088423
ENSG00000167634	ENSDARG00000090699
ENSG00000167634	ENSDARG00000088955
ENSG00000212259	
ENSG00000223197	
ENSG00000223907	
ENSG00000207632	
ENSG00000207648	ENSDARG00000080041
ENSG00000207957	
ENSG00000202410	
ENSG00000201285	
ENSG00000280478	
ENSG00000264333	
ENSG00000206743	
ENSG00000243313	
ENSG00000278227	
ENSG00000275251	
ENSG00000276746	
ENSG00000202368	
ENSG00000244033	
ENSG00000279375	
ENSG00000270914	
ENSG00000264041	
ENSG00000277105	
ENSG00000261377	
ENSG00000239115	ENSDARG00000083638
ENSG00000239115	ENSDARG00000081015
ENSG00000239115	ENSDARG00000082384
ENSG00000239115	ENSDARG00000082127
ENSG00000222692	
ENSG00000186019	
ENSG00000200217	
ENSG00000222889	
ENSG00000221751	
ENSG00000276494	
ENSG00000280464	
ENSG00000252693	
ENSG00000207157	
ENSG00000207641	
ENSG00000185272	ENSDARG00000090202
ENSG00000207634	
ENSG00000277610	
ENSG00000199594	
ENSG00000207438	
ENSG00000265213	
ENSG00000266663	
ENSG00000133256	ENSDARG00000011671
ENSG00000266399	
ENSG00000200288	ENSDARG00000081850
ENSG00000200953	
ENSG00000238485	
ENSG00000264551	
ENSG00000274951	
ENSG00000110900	ENSDARG00000001781
ENSG00000243124	
ENSG00000213057	
ENSG00000200176	
ENSG00000199273	
ENSG00000222146	
ENSG00000207518	
ENSG00000208017	ENSDARG00000080453
ENSG00000200575	
ENSG00000223131	
ENSG00000264309	
ENSG00000239169	
ENSG00000202111	ENSDARG00000086105
ENSG00000202111	ENSDARG00000090273
ENSG00000202111	ENSDARG00000084089
ENSG00000202111	ENSDARG00000088429
ENSG00000273946	
ENSG00000276617	
ENSG00000264425	
ENSG00000207551	
ENSG00000274940	
ENSG00000280489	
ENSG00000212452	
ENSG00000222683	
ENSG00000202350	
ENSG00000206593	
ENSG00000202023	
ENSG00000263900	
ENSG00000256341	
ENSG00000277841	
ENSG00000264136	
ENSG00000275998	
ENSG00000265093	
ENSG00000253834	
ENSG00000252986	
ENSG00000220987	
ENSG00000279988	
ENSG00000200587	
ENSG00000215840	
ENSG00000263764	
ENSG00000265991	
ENSG00000201816	ENSDARG00000082242
ENSG00000201816	ENSDARG00000083400
ENSG00000201816	ENSDARG00000083108
ENSG00000201816	ENSDARG00000080823
ENSG00000243383	
ENSG00000281280	
ENSG00000222047	
ENSG00000223253	
ENSG00000263845	
ENSG00000207844	
ENSG00000186806	
ENSG00000206962	
ENSG00000114650	ENSDARG00000018096
ENSG00000024422	ENSDARG00000035137
ENSG00000024422	ENSDARG00000040362
ENSG00000264384	
ENSG00000256481	
ENSG00000265392	
ENSG00000266722	
ENSG00000271798	
ENSG00000183741	ENSDARG00000071051
ENSG00000183741	ENSDARG00000097543
ENSG00000207643	
ENSG00000280608	
ENSG00000252558	
ENSG00000266355	
ENSG00000274426	
ENSG00000252202	
ENSG00000251828	
ENSG00000221801	
ENSG00000278883	
ENSG00000276514	
ENSG00000263390	
ENSG00000170832	ENSDARG00000061895
ENSG00000275810	
ENSG00000222509	
ENSG00000239823	
ENSG00000252580	
ENSG00000239390	
ENSG00000223324	
ENSG00000202164	
ENSG00000221560	
ENSG00000281342	
ENSG00000221063	
ENSG00000238504	
ENSG00000207274	
ENSG00000280790	
ENSG00000274153	
ENSG00000265396	
ENSG00000199900	
ENSG00000251897	
ENSG00000239437	
ENSG00000222915	
ENSG00000253089	
ENSG00000252978	
ENSG00000200579	
ENSG00000278406	
ENSG00000163263	
ENSG00000266235	
ENSG00000206583	
ENSG00000212297	
ENSG00000257069	
ENSG00000275802	ENSDARG00000100879
ENSG00000275802	ENSDARG00000082428
ENSG00000275802	ENSDARG00000100273
ENSG00000275802	ENSDARG00000081965
ENSG00000200091	
ENSG00000281842	
ENSG00000277882	
ENSG00000223075	
ENSG00000253094	ENSDARG00000080936
ENSG00000206725	
ENSG00000201554	
ENSG00000199905	
ENSG00000199240	
ENSG00000264392	
ENSG00000277756	
ENSG00000251759	
ENSG00000280901	
ENSG00000223078	
ENSG00000259984	
ENSG00000265186	
ENSG00000281485	
ENSG00000180573	ENSDARG00000088686
ENSG00000180573	ENSDARG00000070280
ENSG00000180573	ENSDARG00000070286
ENSG00000180573	ENSDARG00000068928
ENSG00000180573	ENSDARG00000068995
ENSG00000180573	ENSDARG00000086604
ENSG00000180573	ENSDARG00000075220
ENSG00000180573	ENSDARG00000086304
ENSG00000180573	ENSDARG00000100024
ENSG00000180573	ENSDARG00000100279
ENSG00000180573	ENSDARG00000098595
ENSG00000180573	ENSDARG00000051770
ENSG00000180573	ENSDARG00000093071
ENSG00000180573	ENSDARG00000090182
ENSG00000180573	ENSDARG00000100906
ENSG00000180573	ENSDARG00000099123
ENSG00000180573	ENSDARG00000091205
ENSG00000180573	ENSDARG00000075379
ENSG00000180573	ENSDARG00000051732
ENSG00000180573	ENSDARG00000074937
ENSG00000180573	ENSDARG00000051736
ENSG00000180573	ENSDARG00000086233
ENSG00000180573	ENSDARG00000103015
ENSG00000180573	ENSDARG00000051734
ENSG00000180573	ENSDARG00000074260
ENSG00000180573	ENSDARG00000051775
ENSG00000180573	ENSDARG00000070265
ENSG00000180573	ENSDARG00000086552
ENSG00000277122	
ENSG00000278297	
ENSG00000276653	
ENSG00000221344	
ENSG00000199831	
ENSG00000124299	ENSDARG00000102249
ENSG00000207012	
ENSG00000207158	
ENSG00000281278	
ENSG00000221497	
ENSG00000244236	
ENSG00000276839	
ENSG00000238906	
ENSG00000201300	
ENSG00000237133	
ENSG00000238634	
ENSG00000221254	
ENSG00000202041	
ENSG00000201512	ENSDARG00000080855
ENSG00000201512	ENSDARG00000080532
ENSG00000207462	
ENSG00000202341	
ENSG00000200432	
ENSG00000202512	
ENSG00000265879	
ENSG00000212533	ENSDARG00000083582
ENSG00000263905	
ENSG00000265827	
ENSG00000264534	
ENSG00000238726	
ENSG00000243959	
ENSG00000252584	
ENSG00000221380	
ENSG00000264984	
ENSG00000206999	
ENSG00000252050	
ENSG00000252724	ENSDARG00000081328
ENSG00000252724	ENSDARG00000081115
ENSG00000114654	ENSDARG00000079765
ENSG00000238517	
ENSG00000201623	
ENSG00000200052	
ENSG00000202079	
ENSG00000281765	
ENSG00000206967	
ENSG00000207833	
ENSG00000253077	
ENSG00000274466	
ENSG00000239398	
ENSG00000265675	
ENSG00000201145	
ENSG00000251856	
ENSG00000261349	
ENSG00000260111	
ENSG00000278564	
ENSG00000201695	
ENSG00000264535	
ENSG00000216027	
ENSG00000211575	
ENSG00000134313	ENSDARG00000017338
ENSG00000134313	ENSDARG00000031240
ENSG00000252870	
ENSG00000252246	
ENSG00000263690	
ENSG00000266463	
ENSG00000212270	ENSDARG00000080172
ENSG00000212270	ENSDARG00000085594
ENSG00000280630	
ENSG00000278148	
ENSG00000252234	
ENSG00000238697	
ENSG00000252828	
ENSG00000201535	
ENSG00000206901	
ENSG00000200486	
ENSG00000252467	
ENSG00000223063	
ENSG00000200492	
ENSG00000280848	
ENSG00000241392	
ENSG00000252462	
ENSG00000253082	
ENSG00000273695	
ENSG00000202124	
ENSG00000278549	
ENSG00000276899	
ENSG00000263407	
ENSG00000265616	
ENSG00000273573	
ENSG00000202336	
ENSG00000274668	
ENSG00000207692	
ENSG00000281411	
ENSG00000253002	
ENSG00000238829	
ENSG00000199571	
ENSG00000281589	
ENSG00000281329	
ENSG00000266666	
ENSG00000143155	ENSDARG00000032353
ENSG00000266403	
ENSG00000215972	
ENSG00000207490	
ENSG00000263575	
ENSG00000249698	
ENSG00000264530	
ENSG00000201715	
ENSG00000252416	
ENSG00000263511	
ENSG00000266415	
ENSG00000238532	
ENSG00000272197	
ENSG00000265420	
ENSG00000252319	
ENSG00000266017	
ENSG00000242653	
ENSG00000248420	
ENSG00000239128	
ENSG00000221330	
ENSG00000281454	
ENSG00000243227	
ENSG00000221746	
ENSG00000266151	
ENSG00000263529	ENSDARG00000100314
ENSG00000263529	ENSDARG00000086128
ENSG00000263529	ENSDARG00000100067
ENSG00000263529	ENSDARG00000088254
ENSG00000263529	ENSDARG00000098875
ENSG00000263529	ENSDARG00000102504
ENSG00000263529	ENSDARG00000099163
ENSG00000263529	ENSDARG00000103219
ENSG00000263529	ENSDARG00000101099
ENSG00000263529	ENSDARG00000091697
ENSG00000263529	ENSDARG00000105082
ENSG00000263529	ENSDARG00000101764
ENSG00000263529	ENSDARG00000102492
ENSG00000263529	ENSDARG00000086634
ENSG00000263529	ENSDARG00000104159
ENSG00000263529	ENSDARG00000087015
ENSG00000263529	ENSDARG00000102811
ENSG00000263529	ENSDARG00000089848
ENSG00000263529	ENSDARG00000102903
ENSG00000263529	ENSDARG00000098933
ENSG00000263529	ENSDARG00000102073
ENSG00000263529	ENSDARG00000105139
ENSG00000263529	ENSDARG00000098709
ENSG00000263529	ENSDARG00000103481
ENSG00000263529	ENSDARG00000105097
ENSG00000263529	ENSDARG00000102011
ENSG00000263529	ENSDARG00000099990
ENSG00000263529	ENSDARG00000100220
ENSG00000263529	ENSDARG00000101384
ENSG00000263529	ENSDARG00000104025
ENSG00000263529	ENSDARG00000098682
ENSG00000263529	ENSDARG00000088785
ENSG00000263529	ENSDARG00000098703
ENSG00000263529	ENSDARG00000087435
ENSG00000263529	ENSDARG00000101427
ENSG00000263529	ENSDARG00000105284
ENSG00000263529	ENSDARG00000087732
ENSG00000263529	ENSDARG00000089201
ENSG00000263529	ENSDARG00000102653
ENSG00000263529	ENSDARG00000098085
ENSG00000263529	ENSDARG00000105126
ENSG00000263529	ENSDARG00000103338
ENSG00000263529	ENSDARG00000098470
ENSG00000263529	ENSDARG00000100193
ENSG00000263529	ENSDARG00000100893
ENSG00000263529	ENSDARG00000105024
ENSG00000263529	ENSDARG00000103526
ENSG00000263529	ENSDARG00000103491
ENSG00000263529	ENSDARG00000103068
ENSG00000263529	ENSDARG00000087770
ENSG00000263529	ENSDARG00000103999
ENSG00000263529	ENSDARG00000100545
ENSG00000263529	ENSDARG00000104432
ENSG00000263529	ENSDARG00000102646
ENSG00000263529	ENSDARG00000087060
ENSG00000263529	ENSDARG00000101765
ENSG00000263529	ENSDARG00000089845
ENSG00000263529	ENSDARG00000100310
ENSG00000263529	ENSDARG00000104289
ENSG00000263529	ENSDARG00000091337
ENSG00000263529	ENSDARG00000104229
ENSG00000263529	ENSDARG00000098579
ENSG00000263529	ENSDARG00000091347
ENSG00000263529	ENSDARG00000098483
ENSG00000263529	ENSDARG00000100574
ENSG00000263529	ENSDARG00000087944
ENSG00000263529	ENSDARG00000098168
ENSG00000263529	ENSDARG00000104778
ENSG00000263529	ENSDARG00000098617
ENSG00000263529	ENSDARG00000098102
ENSG00000263529	ENSDARG00000103599
ENSG00000263529	ENSDARG00000102487
ENSG00000263529	ENSDARG00000100705
ENSG00000263529	ENSDARG00000101391
